Kategori,Spørgsmål,Point,Rigtigt svar,Forkert svar 1,Forkert svar 2,Forkert svar 3,Rigtige hold,Hold 1 svar,Hold 2 svar
Fødsel og udvikling,Hvor længe varer en kanins drægtighed typisk?,100,omkring 31-33 dage,omkring 10-12 dage,omkring 60-65 dage,omkring 90 dage,,,
Fødsel og udvikling,Hvordan fødes kaninunger normalt med hensyn til pels?,200,nøgne,med fuld vinterpels,med dun som kyllinger,med skæl,,,
Fødsel og udvikling,Hvordan fødes kaninunger normalt med hensyn til syn?,300,blinde,med fuldt udviklet syn,farveblinde men seende,med ét åbent øje,,,
Rede og moderpleje,Hvorfor holder en hunkanin sig ofte væk fra reden det meste af døgnet?,100,for ikke at tiltrække rovdyr til ungerne,fordi hun ikke kan genkende dem,fordi hun kun spiser om vinteren,fordi ungerne er giftige,,,
Rede og moderpleje,"Hvad er normalt, selv om det kan se ud som forsømmelse?",200,at moderen kun besøger reden kortvarigt,at moderen aldrig producerer mælk,at ungerne ligger i vand,at ungerne fodres med brød,,,
Rede og moderpleje,Hvilket miljø har nyfødte kaninunger især brug for?,300,"varmt, tørt og roligt","koldt, vådt og lyst",støjende og blæsende,uden rede og skjul,,,
Foder og sundhed,Hvorfor er fibre fra hø vigtige for kaniner?,100,de understøtter tarmbevægelser og tandslid,de stopper al tandvækst,de erstatter vand,de gør kaninen til drøvtygger,,,
Foder og sundhed,Hvilket foder bør altid indføres gradvist hos unge kaniner?,200,nye grønne planter og grøntsager,friskt vand,hø,moderens mælk,,,
Adfærd og ansvarligt kaninhold,Hvad er den bedste artsfællekontakt for en tamkanin?,100,en kompatibel kaninmakker,et spejl,en bamse alene,kun menneskelig kontakt,,,
Adfærd og ansvarligt kaninhold,Hvad kaldes et glædesspring med vrid i luften?,200,binky,freeze,stomp,cast,,,
