Kategori,Spørgsmål,Point,Rigtigt svar,Forkert svar 1,Forkert svar 2,Forkert svar 3,Rigtige hold,Hold 1 svar,Hold 2 svar
Celler og krop,Hvilken struktur regulerer transporten ind og ud af en celle?,100,cellemembranen,cellekernen,ribosomet,centriolen,,,
Celler og krop,Hvad kaldes væsken og materialet inde i cellen uden for cellekernen?,200,cytoplasmaet,cellevæggen,kromatinet,plasmaet i blodet,,,
Celler og krop,Hvilket organel indeholder størstedelen af DNA’et i en eukaryot celle?,300,cellekernen,ribosomet,lysosomet,vakuolen,,,
Arv og evolution,Hvilken form har et DNA-molekyle typisk?,100,en dobbeltspiral,en enkelt ring i alle organismer,en tredobbelt helix,et fladt lipidlag,,,
Arv og evolution,Hvad er byggestenen i DNA?,200,et nukleotid,en aminosyre,et monosakkarid,en fedtsyre,,,
Arv og evolution,Hvilken DNA-base danner normalt par med adenin?,300,thymin,guanin,cytosin,uracil,,,
Planter og svampe,Hvilket grønt pigment absorberer lys til fotosyntese?,100,klorofyl,hæmoglobin,melanin,keratin,,,
Planter og svampe,Hvilken gas optager planter normalt gennem spalteåbninger til fotosyntese?,200,kuldioxid,ilt,kvælstof,helium,,,
Økologi og dyr,Hvad kaldes alle populationer af forskellige arter i et område?,100,et biologisk samfund,en organisme,en niche,et kromosom,,,
Økologi og dyr,Hvad består et økosystem af?,200,levende organismer og deres ikke-levende miljø,kun dyr i et område,kun planter og svampe,kun klima og jordbund,,,
