Kategori,Spørgsmål,Point,Rigtigt svar,Forkert svar 1,Forkert svar 2,Forkert svar 3,Rigtige hold,Hold 1 svar,Hold 2 svar
Symboler og navne,Hvad er det kemiske symbol for lithium?,100,Li,B,Mg,Ca,,,
Symboler og navne,Hvilket grundstof har symbolet Be?,200,Beryllium,Bor,Natrium,Klor,,,
Symboler og navne,Hvad er det kemiske symbol for bor?,300,B,N,Si,Cr,,,
Atomnumre og system,Hvad er atomnummeret for kvælstof?,100,7,8,6,9,,,
Atomnumre og system,Hvad er atomnummeret for ilt?,200,8,9,7,10,,,
Atomnumre og system,Hvad er atomnummeret for fluor?,300,9,10,8,11,,,
Grupper og egenskaber,Hvad kaldes grundstofferne i gruppe 18?,100,Ædelgasser,Halogener,Alkalimetaller,Lanthanider,,,
Grupper og egenskaber,Hvad kaldes grundstofferne i gruppe 17?,200,Halogener,Ædelgasser,Alkalimetaller,Aktinider,,,
Stoffer og anvendelser,Hvad er den kemiske formel for kuldioxid?,100,CO₂,CO,O₂,CH₄,,,
Stoffer og anvendelser,Hvilken forbindelse er almindeligt køkkensalt?,200,Natriumchlorid,Kaliumchlorid,Calciumcarbonat,Natriumhydrogencarbonat,,,
