Kategori,Spørgsmål,Point,Rigtigt svar,Forkert svar 1,Forkert svar 2,Forkert svar 3,Rigtige hold,Hold 1 svar,Hold 2 svar
Kroppe og tilpasninger,Hvad er narhvalens lange spiralformede stødtand egentlig?,100,en stærkt forlænget tand,et horn af keratin,en knogle fra panden,en sammenvokset bardehvalplade,,,
Kroppe og tilpasninger,Hvilket lille pattedyr har 22 følsomme tentakler omkring næsen?,200,stjernenæset muldvarp,desman,næsebjørn,jordsvin,,,
Kroppe og tilpasninger,Hvilket havdyr er kendt for meget komplekse øjne med mange typer fotoreceptorer?,300,knælerreje,blæksprutte,havhest,nautil,,,
Levesteder og udbredelse,Hvilket land er det eneste naturlige hjemsted for den flyveudygtige papegøje kakapo?,100,New Zealand,Australien,Madagaskar,Papua Ny Guinea,,,
Levesteder og udbredelse,På hvilke indonesiske øer lever komodovaranen naturligt?,200,"blandt andet Komodo, Rinca og Flores",Java og Bali,Borneo og Sumatra,Sulawesi og Timor,,,
Levesteder og udbredelse,På hvilken australsk ø er quokkaen særlig kendt og talrig?,300,Rottnest Island,Tasmanien,Fraser Island,Kangaroo Island,,,
Adfærd og føde,Hvilket havpattedyr bruger ofte sten som redskab til at åbne muslinger og søpindsvin?,100,havodder,sæl,delfin,søkø,,,
Adfærd og føde,Hvad gør en rensefisk typisk ved en “rensestation” på et koralrev?,200,fjerner parasitter fra andre fisk,bygger rede for hajer,planter tang,jager plankton i flok,,,
Slægtskab og formering,Hvad kendetegner pungdyrs tidlige ungeudvikling?,100,ungerne fødes meget uudviklede og fortsætter ofte udviklingen i en pung,ungerne klækkes af æg med hård skal,ungerne udvikles altid i vand,ungerne fødes med fuldt udviklede tænder,,,
Slægtskab og formering,"Hos hvilket dyr er det hannen, der bærer æggene i en rugepose?",200,søhest,klovnfisk,nautil,søstjerne,,,
