Kategori,Spørgsmål,Point,Rigtigt svar,Forkert svar 1,Forkert svar 2,Forkert svar 3,Rigtige hold,Hold 1 svar,Hold 2 svar
Første Verdenskrig,Hvilken person blev myrdet i Sarajevo og udløste julikrisen i 1914?,100,Franz Ferdinand,Wilhelm 2.,Nikolaj 2.,Georges Clemenceau,,,
Første Verdenskrig,Hvad kaldtes den tyske plan om hurtigt at besejre Frankrig via Belgien?,200,Schlieffenplanen,Moltke-doktrinen,Zimmermannplanen,Hindenburgprogrammet,,,
Første Verdenskrig,Hvilken krigsform prægede Vestfronten i lange perioder?,300,skyttegravskrig,ørkenkrig,bjergguerilla,søblokade,,,
Anden Verdenskrig i Europa,Hvad betyder betegnelsen blitzkrieg?,100,lynkrig,ubådskrig,stillingskrig,luftbro,,,
Anden Verdenskrig i Europa,Hvornår erklærede Storbritannien og Frankrig krig mod Tyskland?,200,3. september 1939,1. september 1939,9. april 1940,22. juni 1941,,,
Anden Verdenskrig i Europa,Hvad hed ikke-angrebspagten mellem Tyskland og Sovjetunionen fra august 1939?,300,Molotov-Ribbentrop-pagten,Münchenaftalen,Stålpagten,Locarnopagten,,,
Global krig og Holocaust,Hvilket land erklærede USA krig mod den 8. december 1941?,100,Japan,Tyskland,Italien,Sovjetunionen,,,
Global krig og Holocaust,Hvilket søslag i juni 1942 blev et afgørende vendepunkt i Stillehavskrigen?,200,Midway,Coral Sea,Leyte Gulf,Guadalcanal,,,
"Danmark, Norden og efterspil",Hvad kaldes den danske regerings linje over for besættelsesmagten frem til august 1943?,100,samarbejdspolitikken,neutralitetspolitikken,modstandsregeringen,Atlantpagten,,,
"Danmark, Norden og efterspil",På hvilken dato ophørte den danske regering med at fungere efter tyske krav og uroligheder?,200,29. august 1943,9. april 1940,4. maj 1945,19. september 1944,,,
