Kategori,Spørgsmål,Point,Rigtigt svar,Forkert svar 1,Forkert svar 2,Forkert svar 3,Rigtige hold,Hold 1 svar,Hold 2 svar
Regning,Hvad er 6 · 7?,100,42,36,48,49,,,
Regning,Hvad er 56 ÷ 8?,200,7,6,8,9,,,
Regning,Hvad er 125 + 78?,300,203,193,213,205,,,
Brøker og procent,"Hvilken brøk er det samme som 0,5?",100,1/2,1/3,2/5,3/4,,,
Brøker og procent,Hvad er 25 % skrevet som decimaltal?,200,"0,25","0,025","0,5","2,5",,,
Brøker og procent,Hvad er 3/4 af 20?,300,15,12,16,18,,,
Geometri og måling,Hvad er omkredsen af et kvadrat med sidelængden 5 cm?,100,20 cm,10 cm,25 cm,30 cm,,,
Geometri og måling,Hvad er arealet af et rektangel på 6 cm gange 4 cm?,200,24 cm²,10 cm²,20 cm²,28 cm²,,,
Tal og algebra,Hvad er 2⁵?,100,32,10,16,25,,,
Tal og algebra,"Hvad er næste tal i følgen 2, 4, 6, 8, ...?",200,10,9,11,12,,,
