Kategori,Spørgsmål,Point,Rigtigt svar,Forkert svar 1,Forkert svar 2,Forkert svar 3,Rigtige hold,Hold 1 svar,Hold 2 svar
Fødsel og udvikling,"Hvornår anbefaler Merck, at en redekasse sættes ind efter en planlagt parring?",100,omkring dag 28-29,på dag 1,efter fødslen,når ungerne er 6 uger,,,
Fødsel og udvikling,Hvor hurtigt kan en hunkanin biologisk blive drægtig igen efter en fødsel?,200,inden for omkring et døgn,først efter et år,først når ungerne er voksne,ikke før næste vinter,,,
Fødsel og udvikling,Hvor længe dier en kaninunge typisk ved en enkelt diegivning?,300,mindre end få minutter,omkring en time,hele natten,seks timer,,,
Fødsel og udvikling,Hvor ofte dier moderen typisk sine unger?,400,én eller to gange i døgnet,hver halve time,kun én gang om ugen,konstant hele dagen,,,
Fødsel og udvikling,Hvorfor behøver kaninunger normalt kun korte diegivninger?,500,kaninmælk er meget næringsrig,ungerne lever mest af vand,de kan fordøje hø fra fødslen,moderen har ingen mælk om dagen,,,
Fødsel og udvikling,Hvornår fravænnes tamkaninunger typisk helt?,600,omkring 6 uger,ved 3 dage,ved 6 måneder,ved 1 år,,,
Fødsel og udvikling,"Hvad er et almindeligt tegn på, at en nyfødt kaninunge har diet?",700,en rund og fyldig bug,åbne øjne ved fødslen,fuldt udviklede fortænder,meget lange kløer,,,
Rede og moderpleje,Hvorfor bør en redekasse ikke sættes ind alt for tidligt ved planlagt avl?,100,den kan blive forurenet med urin og afføring,den gør drægtigheden dobbelt så lang,den stopper pelsvæksten,den får ungerne til at åbne øjnene for tidligt,,,
Rede og moderpleje,Hvilket materiale bør være rent og støvfrit i en rede?,200,strøelse og hø,motorolie,malingsstøv,cementpulver,,,
Rede og moderpleje,Hvad er en vigtig grund til at lade moderen have mulighed for at gå væk fra reden?,300,det svarer til hendes naturlige adfærd,det gør mælken mindre næringsrig,det tvinger ungerne til at spise pellets,det forhindrer dem i at få pels,,,
Rede og moderpleje,Hvad bør man undgå omkring en nervøs hunkanin med nyfødte unger?,400,unødig støj og gentagen forstyrrelse,friskt vand,en sikker skjuleplads,rolig observation,,,
Rede og moderpleje,Hvornår ligger den kritiske socialiseringsperiode for unge tamkaniner ifølge RWAF omtrent?,500,mellem 10 og 20 dage,under selve fødslen,mellem 6 og 12 måneder,efter 3 år,,,
Rede og moderpleje,"Hvornår kan forsigtig, positiv håndtering typisk begynde hos raske unger med en rolig mor?",600,omkring når øjnene åbnes ved 10 dage,inden navlestrengen er tør,før fødslen,først efter et år,,,
Foder og sundhed,Hvorfor må kaniners tænder ikke klippes med almindelig tang derhjemme?,100,de kan splintre og skade tandrødderne,de vokser aldrig ud igen,kaniner har ingen nerver i tænderne,det gør pelsen hvid,,,
Foder og sundhed,Hvilket symptom kan være tegn på tandproblemer?,200,savlen eller våd hage,rolig næsebevægelse,normal høspisning,afslappet liggestilling,,,
Foder og sundhed,Hvad kan snavset bagpart hos en kanin være tegn på?,300,fordøjelses- eller bevægelsesproblemer,normal vinterpels,god tandstilling,manglende hørelse,,,
Foder og sundhed,Hvilket miljøproblem øger risikoen for ømme haser?,400,hårdt eller fugtigt underlag,blødt tørt strøelse,adgang til motion,renlighed,,,
Foder og sundhed,"Hvad bør man gøre, før man sprøjtefodrer en kanin, der ikke spiser?",500,få dyrlægen til at udelukke blokering,give store mængder olie,lægge den på ryggen,stoppe al væske,,,
Foder og sundhed,Hvorfor kan en kost med for mange letfordøjelige kulhydrater være farlig?,600,den kan forstyrre tarmfloraen og fremme stase,den gør tænderne kortere permanent,den øger høets fiberindhold,den forhindrer alle parasitter,,,
Adfærd og ansvarligt kaninhold,"Hvad betyder en kanin, der presser hagen mod genstande?",100,den duftmarkerer med hagekirtler,den sliber sine fortænder,den drikker gennem huden,den køler blodet i tungen,,,
Adfærd og ansvarligt kaninhold,Hvad kan hurtige cirkler omkring en person eller kanin være udtryk for hos en ukastreret kanin?,200,kurtisering og hormoner,dvale,synstab,frostskade,,,
Adfærd og ansvarligt kaninhold,Hvorfor anbefales neutralisering ofte for tamkaniner?,300,den forebygger uønskede kuld og kan lette samliv,den stopper al naturlig adfærd,den gør hø overflødigt,den gør kaninen immun mod alle sygdomme,,,
Adfærd og ansvarligt kaninhold,Hvilken håndtering er mest tryg for de fleste kaniner?,400,nær gulvet med fuld støtte,højt i ørerne,på ryggen i lang tid,hængende i nakkeskindet,,,
Adfærd og ansvarligt kaninhold,Hvorfor kan det være stressende at lægge en kanin på ryggen?,500,den kan gå i en fryse- eller forsvarsreaktion,den falder altid straks i søvn,den kan kun trække vejret på ryggen,den bliver bedre til at hoppe,,,
Adfærd og ansvarligt kaninhold,Hvad bør et udendørs anlæg beskytte mod?,600,"rovdyr, vejr og flugt",kun sollys,kun andre kaniner,alt frisk luft,,,
