Kategori,Spørgsmål,Point,Rigtigt svar,Forkert svar 1,Forkert svar 2,Forkert svar 3,Rigtige hold,Hold 1 svar,Hold 2 svar
Ord og udtryk,Hvad betyder det tyske ord eller udtryk ‘gestern’?,100,i går,mandag,vi ses i morgen,snart,,,
Ord og udtryk,Hvad betyder det tyske ord eller udtryk ‘bald’?,200,snart,mandag,vi ses i morgen,i går,,,
Ord og udtryk,Hvad betyder det tyske ord eller udtryk ‘kaufen’?,300,købe,sælge,lede efter,finde,,,
Ord og udtryk,Hvad betyder det tyske ord eller udtryk ‘verkaufen’?,400,sælge,købe,lede efter,finde,,,
Ord og udtryk,Hvad betyder det tyske ord eller udtryk ‘suchen’?,500,lede efter,købe,sælge,finde,,,
Ord og udtryk,Hvad betyder det tyske ord eller udtryk ‘finden’?,600,finde,købe,sælge,lede efter,,,
Ord og udtryk,Hvad betyder det tyske ord eller udtryk ‘glücklich’?,700,glad,træt,vred,overrasket,,,
Grammatik og udtale,"Hvor står infinitiven normalt, når et modalverbum bruges i en hovedsætning?",100,sidst i sætningen,før subjektet,umiddelbart efter subjektet,mellem artikel og substantiv,,,
Grammatik og udtale,Hvor står det bøjede verbum normalt i en almindelig tysk hovedsætning?,200,på anden plads,altid først,altid sidst,altid på tredje plads,,,
Grammatik og udtale,Hvor står det bøjede verbum normalt i en ledsætning med “weil”?,300,sidst,på anden plads,før “weil”,mellem subjekt og artikel,,,
Grammatik og udtale,Hvilken form er korrekt: “ein ___ Buch”?,400,gutes,gute,guter,gutem,,,
Grammatik og udtale,Hvad er den korrekte flertalsform af “Mann”?,500,Männer,Manns,Mannen,Männe,,,
Grammatik og udtale,Hvordan skrives tyske substantiver som hovedregel?,600,med stort begyndelsesbogstav,altid med småt,med kursiv,med bindestreg foran,,,
Kunst og kultur,Hvilken kunstner eller bevægelse forbindes med den 9. symfoni?,100,Ludwig van Beethoven,Wolfgang Amadeus Mozart,Walter Gropius,Gustav Klimt,,,
Kunst og kultur,Hvilken kunstner eller bevægelse forbindes med Die Zauberflöte?,200,Wolfgang Amadeus Mozart,Ludwig van Beethoven,Walter Gropius,Gustav Klimt,,,
Kunst og kultur,Hvilken kunstner eller bevægelse forbindes med Bauhaus-skolens grundlæggelse?,300,Walter Gropius,Ludwig van Beethoven,Wolfgang Amadeus Mozart,Gustav Klimt,,,
Kunst og kultur,Hvilken kunstner eller bevægelse forbindes med Der Kuss?,400,Gustav Klimt,Ludwig van Beethoven,Wolfgang Amadeus Mozart,Walter Gropius,,,
Kunst og kultur,I hvilken by forbindes begivenheden Oktoberfest især med?,500,München,Berlin,Salzburg,Wien,,,
Kunst og kultur,I hvilken by forbindes begivenheden Berlinale især med?,600,Berlin,München,Salzburg,Wien,,,
Den tysktalende verden,I hvilken by eller region ligger Matterhorn?,100,Alperne på grænsen mellem Schweiz og Italien,Berlin,Wien,Bayern,,,
Den tysktalende verden,Hvilket land hører regionen Bayern til?,200,Tyskland,Østrig,Belgien,Italien,,,
Den tysktalende verden,Hvilket land hører regionen Tirol til?,300,Østrig,Tyskland,Belgien,Italien,,,
Den tysktalende verden,Hvilket land hører regionen det tysksprogede fællesskab til?,400,Belgien,Tyskland,Østrig,Italien,,,
Den tysktalende verden,Hvilket land hører regionen Sydtyrol til?,500,Italien,Tyskland,Østrig,Belgien,,,
Den tysktalende verden,I hvilket år fandt den tyske genforening sted?,600,1990,1989,1848,1955,,,
