Kategori,Spørgsmål,Point,Rigtigt svar,Forkert svar 1,Forkert svar 2,Forkert svar 3,Rigtige hold,Hold 1 svar,Hold 2 svar
"Fysik, måling og forskning",Hvilken pH-værdi regnes omtrent som neutral for rent vand ved stuetemperatur?,100,7,0,5,14,,,
"Fysik, måling og forskning","Hvilken dansk læge udviklede den bakteriefarvning, der bærer hans navn?",200,Hans Christian Gram,Niels Ryberg Finsen,Christian Bohr,Henrik Dam,,,
"Fysik, måling og forskning",Hvad bruges Gram-farvning til?,300,at skelne hovedgrupper af bakterier,at måle blodtryk,at bestemme en væskes pH,at fotografere knogler,,,
"Fysik, måling og forskning",Hvilket år beskrev Hans Christian Gram sin farvemetode?,400,1884,1820,1909,1936,,,
"Fysik, måling og forskning",Hvilken farve fremstår grampositive bakterier typisk efter Gram-farvning?,500,lilla,rød,grøn,gul,,,
"Fysik, måling og forskning",Hvilken dansk fysiker fremlagde i 1913 en atommodel med bestemte energiniveauer?,600,Niels Bohr,H.C. Ørsted,Lene Vestergaard Hau,Ole Rømer,,,
"Fysik, måling og forskning",Hvad var centralt i Niels Bohrs atommodel fra 1913?,700,Elektroner kan kun have bestemte energiniveauer,Atomkernen består kun af elektroner,Lys bevæger sig uendeligt hurtigt,Atomer kan ikke udsende stråling,,,
Medicin og bioteknologi,Hvad er NovoPen udviklet til at dosere?,100,insulin,penicillin,vacciner,bedøvelsesgas,,,
Medicin og bioteknologi,Hvad erstattede insulinpennen for mange brugere i den daglige dosering?,200,hætteglas og sprøjte,stetoskop og termometer,bandage og gips,mikroskop og pipette,,,
Medicin og bioteknologi,"Hvilket arbejde havde Elise Sørensen, der fik idéen til den selvklæbende stomipose?",300,hun var sygeplejerske,hun var kemiker,hun var maskiningeniør,hun var kirurg,,,
Medicin og bioteknologi,Hvilket hjælpemiddel forbindes med Elise Sørensens idé fra 1954?,400,den selvklæbende stomipose,insulinpennen,høreapparatet,den kunstige hjerteklap,,,
Medicin og bioteknologi,Hvilket år fik Elise Sørensen idéen til den selvklæbende stomipose?,500,1954,1946,1968,1985,,,
Medicin og bioteknologi,Hvem inspirerede Elise Sørensen til at finde en bedre stomiløsning?,600,hendes søster,hendes lærer,hendes datter,hendes arbejdsgiver,,,
"Industri, transport og hverdag",Hvem grundlagde Grundfos?,100,Poul Due Jensen,Mads Clausen,Ole Kirk Christiansen,Peter Bang,,,
"Industri, transport og hverdag",I hvilken by blev Grundfos grundlagt?,200,Bjerringbro,Struer,Nordborg,Billund,,,
"Industri, transport og hverdag",Hvilket år blev Grundfos grundlagt?,300,1945,1933,1910,1958,,,
"Industri, transport og hverdag",Hvilken type produkter er Grundfos især kendt for?,400,pumper,radioer,byggesten,stomiposer,,,
"Industri, transport og hverdag",Hvem grundlagde virksomheden bag VELUX-tagvinduet?,500,Villum Kann Rasmussen,P.A. Fisker,Jacob Ellehammer,Aage Louis-Hansen,,,
"Industri, transport og hverdag",Hvad står V og E i navnet VELUX oprindeligt for?,600,ventilation,vejrenergi,vertikal elevering,varmeelement,,,
"Lyd, leg og digitale idéer","Hvad hed forløberen for C++, før sproget fik sit nuværende navn?",100,C with Classes,Pascal Plus,ALGOL X,Object Basic,,,
"Lyd, leg og digitale idéer",Hvilken dansk softwarearkitekt ledede udviklingen af C# hos Microsoft?,200,Anders Hejlsberg,Bjarne Stroustrup,David Helgason,Jens Rasmussen,,,
"Lyd, leg og digitale idéer",Hvilket weborienteret programmeringssprog blev også ledet af Anders Hejlsberg?,300,TypeScript,Python,Java,Ruby,,,
"Lyd, leg og digitale idéer",Hvilket tidligt udviklingsværktøj gjorde Anders Hejlsberg internationalt kendt i 1980’erne?,400,Turbo Pascal,Visual Basic,Lotus 1-2-3,Unix,,,
"Lyd, leg og digitale idéer",I hvilken by blev firmaet bag Unity-spilmotoren grundlagt?,500,København,Aarhus,Reykjavík,Helsinki,,,
"Lyd, leg og digitale idéer",Hvilket år blev virksomheden bag Unity grundlagt i Danmark?,600,2004,1995,2008,2012,,,
