Kategori,Spørgsmål,Point,Rigtigt svar,Forkert svar 1,Forkert svar 2,Forkert svar 3,Rigtige hold,Hold 1 svar,Hold 2 svar
Skibe og rejser,Omtrent hvor meget last kunne Skuldelev 3 føre?,100,4 tons,400 kilo,20 tons,60 tons,,,
Skibe og rejser,Hvad var det mindre Skuldelev 5 beregnet til?,200,et mindre langskib,et tungt fragtskib,en fiskerbåd uden sejl,et ceremonisk skib,,,
Skibe og rejser,Hvor blev de fem Skuldelevskibe fundet?,300,i Roskilde Fjord,i Oslofjorden,ved Lindisfarne,i Seinen,,,
Skibe og rejser,Hvorfor blev Skuldelevskibene sænket i fjorden?,400,for at indgå i en sejlspærring,for at begrave en konge,fordi de alle kæntrede,for at skabe en fiskedam,,,
Skibe og rejser,I hvilket norsk skibsgravfund blev der fundet 64 runde skjolde?,500,Gokstadskibet,Osebergskibet,Ladbyskibet,Skuldelev 3,,,
Skibe og rejser,Hvilket norsk vikingeskib blev fundet i en grav med to kvinder?,600,Osebergskibet,Gokstadskibet,Skuldelev 2,Ladbyskibet,,,
Skibe og rejser,Hvilket dansk vikingeskib ligger bevaret i sin oprindelige gravhøj på Fyn?,700,Ladbyskibet,Osebergskibet,Gokstadskibet,Skuldelev 1,,,
Hverdag og handel,Hvilket nordisk materiale blev handlet som smykkeråstof sydpå?,100,rav,granitskærver,kridt,brunkul,,,
Hverdag og handel,Hvilke varer fra nordlige områder indgik ofte i vikingetidens langdistancehandel?,200,pelsværk,kaffebønner,gummi,kakao,,,
Hverdag og handel,Hvilket arktisk produkt blev blandt andet handlet fra de nordboiske bygder i Grønland?,300,hvalrostænder,silkeorme,olivenolie,porcelæn,,,
Hverdag og handel,Hvilken dansk by var en tidlig handelsplads allerede omkring begyndelsen af vikingetiden?,400,Ribe,Aalborg,Fredericia,Esbjerg,,,
Hverdag og handel,Hvilken handelsby ved Slien var et af vikingetidens vigtigste centre?,500,Hedeby,Lindisfarne,Trelleborg,Jelling,,,
Hverdag og handel,Hvilken svensk handelsplads lå på øen Björkö i Mälaren?,600,Birka,Kaupang,Ribe,Dublin,,,
"Tro, runer og kunst",Hvilke materialer kunne vikingerne riste runer i?,100,"sten, træ og ben",kun pergament,kun bronze,papir og lærred,,,
"Tro, runer og kunst",Hvad var det mest almindelige formål med svenske vikingetidsrunesten?,200,at mindes afdøde personer,at markere hver grav præcist,at skrive kogebøger,at tælle husdyr,,,
"Tro, runer og kunst",Hvilken konge lod den store Jellingsten rejse?,300,Harald Blåtand,Gorm den Gamle,Knud den Store,Svend Tveskæg,,,
"Tro, runer og kunst",Hvem mindes Gorm den Gamle på den lille Jellingsten?,400,dronning Thyra,Harald Blåtand,Svend Tveskæg,Estrid,,,
"Tro, runer og kunst",Hvilken religions overgang illustrerer Jellingmonumenterne?,500,fra nordisk religion til kristendom,fra kristendom til islam,fra buddhisme til kristendom,fra romersk religion til jødedom,,,
"Tro, runer og kunst",Hvilket smykke kunne bæres som tegn på tilknytning til Thor?,600,en hammeramulet,et korsrelikvie,en laurbærkrans,en skarabæ,,,
"Konger, steder og begivenheder",Hvilken dansk ringborg har givet navn til hele borgtypen?,100,Trelleborg,Aggersborg,Fyrkat,Borgring,,,
"Konger, steder og begivenheder",Hvilken af de danske ringborge var størst?,200,Aggersborg,Fyrkat,Trelleborg,Nonnebakken,,,
"Konger, steder og begivenheder",Hvilken ringborg ligger ved Hobro?,300,Fyrkat,Aggersborg,Trelleborg,Borgring,,,
"Konger, steder og begivenheder",Hvilken ringborg blev fundet nær Køge i 2014?,400,Borgring,Nonnebakken,Fyrkat,Trelleborg,,,
"Konger, steder og begivenheder",Hvilken ringborg ligger under det nuværende Odense?,500,Nonnebakken,Aggersborg,Borgring,Fyrkat,,,
"Konger, steder og begivenheder","Hvilket dansk vikingetidsanlæg med høje, runesten og kirke er på UNESCOs verdensarvsliste?",600,Jelling,Ladby,Ribe,Lejre,,,
