Kategori,Spørgsmål,Point,Rigtigt svar,Forkert svar 1,Forkert svar 2,Forkert svar 3,Rigtige hold,Hold 1 svar,Hold 2 svar
"Konger, krige og demokrati",Hvilket år blev reformationen gennemført i Danmark?,100,1536,1397,1660,1849,,,
"Konger, krige og demokrati",Hvilken dansk konge deltog fra 1625 i Trediveårskrigen?,200,Christian 4.,Frederik 3.,Christian 7.,Frederik 6.,,,
"Konger, krige og demokrati","Ved hvilken fred i 1658 afstod Danmark blandt andet Skåne, Halland og Blekinge til Sverige?",300,Freden i Roskilde,Freden i Brömsebro,Freden i København,Freden i Knæred,,,
"Konger, krige og demokrati",Hvilken dansk ø kom tilbage under dansk kontrol efter oprøret mod svenskerne i 1658?,400,Bornholm,Læsø,Samsø,Møn,,,
"Konger, krige og demokrati","Hvilken ordning fra 1733 bandt mange unge mænd på landet til det gods, hvor de var født?",500,stavnsbåndet,lavsvæsenet,tienden,ledingen,,,
"Konger, krige og demokrati",Hvilket år blev stavnsbåndets ophævelse indledt ved en kongelig forordning?,600,1788,1660,1814,1848,,,
"Konger, krige og demokrati",Hvad var hovedformålet med udskiftningen under landboreformerne?,700,at samle bøndernes spredte jordlodder,at indføre enevælde,at opdele købstæder i sogne,at erstatte heste med dampmaskiner,,,
"Byer, øer og landskaber",Hvilken ø ligger i Kattegat og er kendt for kartofler og vedvarende energi?,100,Samsø,Fanø,Ærø,Mors,,,
"Byer, øer og landskaber",Hvilken ø ligger nordøst for Frederikshavn i Kattegat?,200,Læsø,Anholt,Avernakø,Sejerø,,,
"Byer, øer og landskaber",Hvilken by ligger ved Roskilde Fjord og har en domkirke med mange kongegrave?,300,Roskilde,Køge,Næstved,Slagelse,,,
"Byer, øer og landskaber",Hvilken jysk by ligger ved Gudenåen og er kendt for Randers Regnskov?,400,Randers,Horsens,Vejle,Esbjerg,,,
"Byer, øer og landskaber",Hvilken by på Midtsjælland er kendt for middelalderkirken Sankt Bendts?,500,Ringsted,Næstved,Sorø,Korsør,,,
"Byer, øer og landskaber",Hvilken vestjysk by voksede frem som havneby efter tabet af Altona i 1864?,600,Esbjerg,Holstebro,Varde,Ringkøbing,,,
Oldtid og middelalder,"Hvad hedder vikingeskibsgraven på Fyn, hvor et helt skib indgik i begravelsen?",100,Ladbygraven,Oseberggraven,Gokstadgraven,Sutton Hoo,,,
Oldtid og middelalder,Hvad hedder det historiske forsvarsanlæg syd for den nuværende dansk-tyske grænse?,200,Danevirke,Margrethevolden,Kovirke,Limes,,,
Oldtid og middelalder,Hvilken konge udstedte Jyske Lov i 1241?,300,Valdemar Sejr,Valdemar Atterdag,Erik Klipping,Christoffer 2.,,,
Oldtid og middelalder,Hvilken sætning indleder Jyske Lov i en kendt dansk gengivelse?,400,Med lov skal land bygges,Kongen står over loven,Frihed er folkets ret,Enighed gør stærk,,,
Oldtid og middelalder,Hvilket slag i 1219 forbindes ifølge senere tradition med Dannebrogs fald fra himlen?,500,Slaget ved Lyndanisse,Slaget ved Grathe Hede,Slaget ved Fodevig,Slaget ved Gestilren,,,
Oldtid og middelalder,Hvilken konge blev myrdet i Finderup Lade i 1286?,600,Erik Klipping,Erik Menved,Christoffer 1.,Valdemar Sejr,,,
Kulturhistorie og samfund,Hvilken fast forbindelse mellem Danmark og Sverige åbnede i 2000?,100,Øresundsforbindelsen,Storebæltsforbindelsen,Femernforbindelsen,Kattegatforbindelsen,,,
Kulturhistorie og samfund,Hvor mange kommuner fik Danmark efter strukturreformen i 2007?,200,98,70,130,275,,,
Kulturhistorie og samfund,Hvor mange regioner blev oprettet ved strukturreformen i 2007?,300,5,3,7,14,,,
Kulturhistorie og samfund,Hvilket københavnsk område blev besat og udråbt som fristad i 1971?,400,Christiania,Carlsbergbyen,Nordhavn,Islands Brygge,,,
Kulturhistorie og samfund,Hvem skrev teksten til nationalsangen “Der er et yndigt land”?,500,Adam Oehlenschläger,N.F.S. Grundtvig,B.S. Ingemann,Jeppe Aakjær,,,
Kulturhistorie og samfund,Hvem skrev teksten til kongesangen “Kong Christian stod ved højen mast”?,600,Johannes Ewald,Ludvig Holberg,Adam Oehlenschläger,H.C. Andersen,,,
