Kategori,Spørgsmål,Point,Rigtigt svar,Forkert svar 1,Forkert svar 2,Forkert svar 3,Rigtige hold,Hold 1 svar,Hold 2 svar
Solsystemets verdener,Hvilken planet har den største massefylde?,100,Jorden,Merkur,Jupiter,Saturn,,,
Solsystemets verdener,Hvilke fire planeter kaldes gas- og isgiganterne?,200,"Jupiter, Saturn, Uranus og Neptun","Merkur, Venus, Jorden og Mars","Jorden, Mars, Jupiter og Saturn","Venus, Mars, Uranus og Neptun",,,
Solsystemets verdener,Hvilke fire planeter kaldes de terrestriske planeter?,300,"Merkur, Venus, Jorden og Mars","Jupiter, Saturn, Uranus og Neptun","Venus, Jorden, Jupiter og Saturn","Merkur, Mars, Saturn og Uranus",,,
Solsystemets verdener,Hvilken planet har den hurtigste rotation om sin egen akse?,400,Jupiter,Jorden,Saturn,Neptun,,,
Solsystemets verdener,Hvilken planet har en blå farve især på grund af metan i atmosfæren?,500,Neptun,Mars,Merkur,Venus,,,
Solsystemets verdener,Hvilken planet har overfladetryk på omkring 90 gange Jordens?,600,Venus,Mars,Merkur,Neptun,,,
Solsystemets verdener,"Hvilken planet har Valles Marineris, et enormt kløftsystem?",700,Mars,Venus,Jupiter,Uranus,,,
Måner og smålegemer,"Hvad kaldes den fjerne, hypotetiske sky af kometkerner omkring Solsystemet?",100,Oortskyen,Kuiperbæltet,Orionskyen,Magellanske sky,,,
Måner og smålegemer,"Hvad kaldes et lille klippe- eller metallegeme i rummet, før det rammer atmosfæren?",200,Meteoroide,Meteor,Meteorit,Komet,,,
Måner og smålegemer,"Hvad kaldes lysstriben, når en meteoroide brænder i atmosfæren?",300,Meteor,Meteoroide,Meteorit,Asteroide,,,
Måner og smålegemer,"Hvad kaldes resterne af et rumlegeme, der når ned til Jordens overflade?",400,Meteorit,Meteor,Meteoroide,Komet,,,
Måner og smålegemer,Hvad består en kometkerne hovedsageligt af?,500,"Is, støv og klippemateriale",Kun flydende vand,Kun metal,Varm plasma,,,
Måner og smålegemer,Hvilken retning peger en komets hale normalt?,600,Væk fra Solen,Mod Solen,Langs kometens bane bagud i alle tilfælde,Mod den nærmeste planet,,,
Stjerner og galakser,Hvad er den grundlæggende energikilde i Solen?,100,Kernefusion,Kemisk forbrænding,Kernespaltning,Friktion,,,
Stjerner og galakser,Hvilket grundstof omdannes primært til helium i Solens kerne?,200,Hydrogen,Kulstof,Ilt,Jern,,,
Stjerner og galakser,"Hvad kaldes grænsen omkring et sort hul, hvorfra intet kan slippe ud?",300,Begivenhedshorisonten,Heliopausen,Fotosfæren,Asteroidebæltet,,,
Stjerner og galakser,Hvad hedder det supermassive sorte hul i Mælkevejens centrum?,400,Sagittarius A*,Cygnus X-1,M87*,Vega A,,,
Stjerner og galakser,Hvad måler en lysår?,500,Afstand,Tid,Lysstyrke,Masse,,,
Stjerner og galakser,Hvor langt bevæger lyset sig omtrent på ét år?,600,"9,46 billioner kilometer","9,46 millioner kilometer",150 millioner kilometer,384.400 kilometer,,,
Rumfart og observation,Hvilken sonde kredser om Jupiter og ankom i 2016?,100,Juno,Cassini,BepiColombo,Rosetta,,,
Rumfart og observation,Hvilken europæisk mission landede Philae på kometen 67P?,200,Rosetta,Gaia,Mars Express,Solar Orbiter,,,
Rumfart og observation,Hvilken mission bragte de første prøver fra en asteroide tilbage til Jorden i 2010?,300,Hayabusa,OSIRIS-REx,DART,Dawn,,,
Rumfart og observation,Hvilken mission demonstrerede afbøjning af en asteroide ved at ramme Dimorphos i 2022?,400,DART,Dawn,Deep Impact,Lucy,,,
Rumfart og observation,Hvilket teleskop blev udviklet til at finde exoplaneter via transitmetoden og opsendt i 2009?,500,Kepler,Hubble,Chandra,Gaia,,,
Rumfart og observation,Hvilken ESA-mission kortlægger stjernernes positioner og bevægelser i Mælkevejen?,600,Gaia,Rosetta,Euclid,Ariel,,,
