Kategori,Spørgsmål,Point,Rigtigt svar,Forkert svar 1,Forkert svar 2,Forkert svar 3,Rigtige hold,Hold 1 svar,Hold 2 svar
Instruktører og film,Hvem instruerede “Blue Velvet” fra 1986?,100,David Lynch,Brian De Palma,David Cronenberg,Jim Jarmusch,,,
Instruktører og film,"Hvem instruerede “Paris, Texas” fra 1984?",200,Wim Wenders,Werner Herzog,Rainer Werner Fassbinder,Volker Schlöndorff,,,
Instruktører og film,Hvem instruerede “Wings of Desire” fra 1987?,300,Wim Wenders,Percy Adlon,Margarethe von Trotta,Werner Herzog,,,
Instruktører og film,Hvem instruerede “Fanny and Alexander” fra 1982?,400,Ingmar Bergman,Lasse Hallström,Bo Widerberg,Bille August,,,
Instruktører og film,Hvem instruerede “The Sacrifice” fra 1986?,500,Andrei Tarkovsky,Elem Klimov,Nikita Mikhalkov,Krzysztof Kieślowski,,,
Instruktører og film,Hvem instruerede “The Color Purple” fra 1985?,600,Steven Spielberg,Sidney Lumet,Norman Jewison,Jonathan Demme,,,
Instruktører og film,Hvem instruerede krigsfilmen “Platoon” fra 1986?,700,Oliver Stone,Stanley Kubrick,Francis Ford Coppola,Michael Mann,,,
Roller og skuespillere,Hvem spiller Claire Standish i “The Breakfast Club”?,100,Molly Ringwald,Ally Sheedy,Demi Moore,Jennifer Jason Leigh,,,
Roller og skuespillere,Hvem spiller danseinstruktøren Johnny Castle i “Dirty Dancing”?,200,Patrick Swayze,Kevin Bacon,John Travolta,Richard Gere,,,
Roller og skuespillere,Hvem spiller svejseren og danseren Alex Owens i “Flashdance”?,300,Jennifer Beals,Lori Singer,Debra Winger,Kim Basinger,,,
Roller og skuespillere,Hvem spiller Loretta Castorini i “Moonstruck”?,400,Cher,Meryl Streep,Jessica Lange,Sally Field,,,
Roller og skuespillere,Hvem spiller Raymond Babbitt i “Rain Man”?,500,Dustin Hoffman,Tom Cruise,Jack Lemmon,William Hurt,,,
Roller og skuespillere,Hvem spiller Mahatma Gandhi i Richard Attenboroughs film fra 1982?,600,Ben Kingsley,Om Puri,Roshan Seth,Alec Guinness,,,
Oscarvindere,Hvem vandt Oscar for bedste mandlige hovedrolle for “Gandhi”?,100,Ben Kingsley,Dustin Hoffman,Jack Lemmon,Paul Newman,,,
Oscarvindere,Hvem vandt Oscar for bedste mandlige hovedrolle for “Tender Mercies”?,200,Robert Duvall,Michael Caine,Tom Conti,Tom Courtenay,,,
Oscarvindere,Hvem vandt Oscar for bedste mandlige hovedrolle for “Amadeus”?,300,F. Murray Abraham,Tom Hulce,Albert Finney,Sam Waterston,,,
Oscarvindere,Hvem vandt Oscar for bedste mandlige hovedrolle for “Kiss of the Spider Woman”?,400,William Hurt,Harrison Ford,James Garner,Jon Voight,,,
Oscarvindere,Hvem vandt Oscar for bedste mandlige hovedrolle for “The Color of Money”?,500,Paul Newman,Dexter Gordon,Bob Hoskins,William Hurt,,,
Oscarvindere,Hvem vandt Oscar for bedste mandlige hovedrolle for “Wall Street”?,600,Michael Douglas,William Hurt,Marcello Mastroianni,Jack Nicholson,,,
"Musik, teknik og filmhistorie",Hvilke tre komponister delte Oscar for originalmusik til “The Last Emperor”?,100,"Ryuichi Sakamoto, David Byrne og Cong Su","John Williams, James Horner og Jerry Goldsmith","Vangelis, Giorgio Moroder og Maurice Jarre","Ennio Morricone, Nino Rota og Nicola Piovani",,,
"Musik, teknik og filmhistorie",Hvem komponerede musikken til “A Passage to India”?,200,Maurice Jarre,John Barry,Georges Delerue,Marvin Hamlisch,,,
"Musik, teknik og filmhistorie",Hvem komponerede den Oscarvindende originalmusik til “Fame”?,300,Michael Gore,Bill Conti,John Corigliano,Dave Grusin,,,
"Musik, teknik og filmhistorie",Hvilken film fra 1982 er kendt for den tidlige fuldt computeranimerede “Genesis Effect”-sekvens?,400,Star Trek II: The Wrath of Khan,Tron,The Last Starfighter,2010: The Year We Make Contact,,,
"Musik, teknik og filmhistorie","Hvilken film fra 1985 viste den første fotorealistiske, fuldt computeranimerede figur i en spillefilm, en ridder af farvet glas?",500,Young Sherlock Holmes,Labyrinth,Willow,Legend,,,
"Musik, teknik og filmhistorie",Hvilken film fra 1984 brugte omfattende computergenererede rumskibe i stedet for traditionelle modeller?,600,The Last Starfighter,Dune,The Terminator,Starman,,,
