Kategori,Spørgsmål,Point,Rigtigt svar,Forkert svar 1,Forkert svar 2,Forkert svar 3,Rigtige hold,Hold 1 svar,Hold 2 svar
Historie og idégrundlag,Hvilket krav blev skærpet omkring år 2000?,100,skolernes selvevaluering,at alle skoler skulle være kommunale,at alle elever skulle bo hjemme,at linjefag blev forbudt,,,
Historie og idégrundlag,Hvilket år blev den første efterskole etableret i Grønland?,200,2009,1979,1994,2018,,,
Historie og idégrundlag,Hvilken tysk efterskole blev oprettet i Tinglev i 1951?,300,en skole for det tyske mindretal,en militærskole,en søfartsskole,en universitetsskole,,,
Historie og idégrundlag,Hvilken dansk efterskole blev oprettet i Ladelund i Sydslesvig i 1982?,400,en skole for det danske mindretal,en tysk officersskole,en international handelshøjskole,en kommunal folkeskole,,,
Historie og idégrundlag,Hvilken skoleform er efterskolen historisk beslægtet med?,500,folkehøjskolen,universitetet,erhvervsakademiet,latinskolen alene,,,
Historie og idégrundlag,Hvilken højskole fra 1844 regnes som den første danske folkehøjskole?,600,Rødding Højskole,Askov Højskole,Vallekilde Højskole,Testrup Højskole,,,
Historie og idégrundlag,"Hvad mente Grundtvig, at undervisningen især skulle være?",700,livsoplysning,udelukkende eksamenstræning,professionel specialisering,militær disciplin,,,
Skoleform og rammer,Hvad skal prøver på en prøveafholdende efterskole følge?,100,de samme regler som folkeskolens prøver,skolens egne hemmelige regler,universiteternes regler,ingen formelle regler,,,
Skoleform og rammer,Hvem har det overordnede ansvar for skolens drift og værdigrundlag?,200,skolens bestyrelse,elevrådet alene,den lokale sportsklub,klassens forældre alene,,,
Skoleform og rammer,Hvem leder normalt den daglige skolevirksomhed?,300,forstanderen,borgmesteren,bibliotekaren,elevrådsformanden,,,
Skoleform og rammer,Hvad beskriver skolens indholdsplan?,400,"undervisning, samvær, aktiviteter og pædagogisk tilrettelæggelse",kun køkkenets indkøb,kun bygningernes farver,kun elevernes privatøkonomi,,,
Skoleform og rammer,Hvad skal en efterskoles selvevaluering forholde sig til?,500,om skolen lever op til sit værdigrundlag og sine mål,kun vejret på skolen,kun antallet af senge,kun lærernes alder,,,
Skoleform og rammer,"Hvad betyder det, at efterskoler er frie og uafhængige?",600,at de har eget ansvar inden for lovens krav,at de står uden for al lovgivning,at de ikke må modtage støtte,at de ikke må samarbejde med nogen,,,
Hverdag og fællesskab,Hvad er den bedste grund til at spørge før man låner en andens ting?,100,respekt for ejerskab og tillid,for at få højere karakter,for at undgå morgensang,for at ændre skolens lov,,,
Hverdag og fællesskab,Hvad kan en mobilpolitik på en efterskole forsøge at balancere?,200,"digital adgang, søvn og nærvær",vejret og skolebygningen,prøver og køkkenmenu,transport og geografi,,,
Hverdag og fællesskab,Hvad betyder “fællesskab” i efterskolesammenhæng bedst?,300,at man både hører til og tager ansvar for andre,at alle skal være ens,at ingen må være alene et øjeblik,at regler ikke gælder,,,
Hverdag og fællesskab,Hvad er inklusion?,400,at skabe reel mulighed for deltagelse trods forskelle,at kræve ens interesser,at vælge de mest populære,at fjerne al støtte,,,
Hverdag og fællesskab,Hvad er en god måde at tage imod en ny elev på?,500,at invitere ind og forklare rutiner uden at presse,at teste eleven med rygter,at skjule fælles regler,at ignorere personen,,,
Hverdag og fællesskab,Hvad er formålet med en weekendvagt blandt ansatte?,600,"at sikre voksenkontakt, aktiviteter og tryghed",at afholde nationale prøver hele weekenden,at lukke alle fællesrum,at kontrollere familiernes økonomi,,,
"Fag, prøver og elevdemokrati",Hvad er differentieret undervisning?,100,at tilpasse veje og støtte til forskellige forudsætninger,at give alle præcis samme opgave uden variation,at opdele efter popularitet,at fjerne faglige mål,,,
"Fag, prøver og elevdemokrati","Hvad er gruppearbejdets vigtigste faglige styrke, når det fungerer godt?",200,at elever deler perspektiver og løser opgaver sammen,at ingen behøver forberede sig,at én elev gør alt,at læreren ikke har ansvar,,,
"Fag, prøver og elevdemokrati",Hvad er elevrådets typiske rolle?,300,at repræsentere elevernes synspunkter,at ansætte forstanderen alene,at udstede officielle karakterer,at administrere statens støtte,,,
"Fag, prøver og elevdemokrati",Hvad betyder elevdemokrati?,400,at elever får reel indflydelse inden for skolens ansvar og regler,at elever bestemmer alt uden voksenansvar,at flertallet kan krænke mindretal,at undervisning afskaffes,,,
"Fag, prøver og elevdemokrati",Hvad er en generalforsamling i en forening?,500,det øverste medlemsmøde efter vedtægterne,en daglig morgensamling,en mundtlig prøve,en værelseskontrol,,,
"Fag, prøver og elevdemokrati",Hvad er en dagsorden?,600,"en oversigt over emner, der skal behandles på et møde",en karakterliste,en menuplan,en pakkeliste,,,
