Kategori,Spørgsmål,Point,Rigtigt svar,Forkert svar 1,Forkert svar 2,Forkert svar 3,Rigtige hold,Hold 1 svar,Hold 2 svar
Regning,Hvad er 1.296 ÷ 18?,100,72,68,74,78,,,
Regning,Hvad er 17² - 9²?,200,208,198,200,218,,,
Regning,Hvad er 2³ · 5²?,300,200,100,160,250,,,
Regning,Hvad er 4.725 + 3.688?,400,8413,8313,8403,8513,,,
Regning,Hvad er 10.000 - 6.789?,500,3211,3111,3221,3311,,,
Regning,Hvad er 84 · 37?,600,3108,3008,3098,3208,,,
Regning,Hvad er 7.560 ÷ 24?,700,315,305,325,335,,,
Brøker og procent,Hvad er 3/7 · 14/9?,100,2/3,1/3,3/2,6/7,,,
Brøker og procent,En vare til 600 kr. sættes 15 % ned. Hvad er den nye pris?,200,510 kr.,490 kr.,515 kr.,540 kr.,,,
Brøker og procent,"Hvad er 0,375 som forkortet brøk?",300,3/8,3/5,5/8,375/100,,,
Brøker og procent,"Hvad er 62,5 % som forkortet brøk?",400,5/8,3/5,5/6,8/5,,,
Brøker og procent,Et tal stiger fra 80 til 100. Hvor stor er stigningen i procent?,500,25 %,20 %,30 %,80 %,,,
Brøker og procent,Hvad er 2 2/3 + 1 5/6?,600,4 1/2,3 1/2,4 1/3,4 2/3,,,
Geometri og måling,Hvor mange kvadratmeter er 25.000 cm²?,100,"2,5 m²","0,25 m²",25 m²,250 m²,,,
Geometri og måling,Hvad er summen af de indvendige vinkler i en femkant?,200,540°,360°,720°,900°,,,
Geometri og måling,Hvad er arealet af et parallelogram med grundlinje 9 cm og højde 4 cm?,300,36 cm²,13 cm²,26 cm²,45 cm²,,,
Geometri og måling,En cylinder har radius 2 cm og højde 5 cm. Hvad er rumfanget udtrykt med π?,400,20π cm³,10π cm³,15π cm³,40π cm³,,,
Geometri og måling,Hvad er længden af diagonalen i et kvadrat med sidelængden 6 cm?,500,6√2 cm,3√2 cm,6 cm,12 cm,,,
Geometri og måling,Hvor mange hektar er 35.000 m²?,600,"3,5 ha","0,35 ha",35 ha,350 ha,,,
Tal og algebra,"Hvad er næste tal i Fibonacci-følgen 1, 1, 2, 3, 5, 8, ...?",100,13,11,12,16,,,
Tal og algebra,Hvilken værdi af x løser 5(x - 2) = 35?,200,9,5,7,11,,,
Tal og algebra,"Hvis f(x) = 2x + 3, hvad er f(7)?",300,17,14,16,21,,,
Tal og algebra,Hvad er hældningen for linjen y = 4x - 2?,400,4,-2,2,6,,,
Tal og algebra,Hvilke løsninger har ligningen x² = 49?,500,x = 7 eller x = -7,Kun x = 7,x = 49 eller x = -49,x = 0 eller x = 7,,,
Tal og algebra,Hvad er (a³ · a⁵) forenklet?,600,a⁸,a¹⁵,a²,2a⁸,,,
