Kategori,Spørgsmål,Point,Rigtigt svar,Forkert svar 1,Forkert svar 2,Forkert svar 3,Rigtige hold,Hold 1 svar,Hold 2 svar
Klima og drivhuseffekt,Hvor lang periode bruges normalt til en standard klimanormal?,100,30 år,3 år,10 år,100 år,,,
Klima og drivhuseffekt,Hvad er et kulstofdræn?,200,"et reservoir, der optager mere kulstof, end det afgiver","en skorsten, der udleder røg",et instrument til at måle vind,en type fossilt brændstof,,,
Klima og drivhuseffekt,Hvad er en kulstofkilde?,300,"et reservoir eller en proces, der afgiver mere kulstof, end den optager","et område, der altid binder al metan",en skov uden fotosyntese,en måleenhed for havniveau,,,
Klima og drivhuseffekt,Hvad er en klimaproxy?,400,"et indirekte spor, der bruges til at rekonstruere tidligere klima","en satellit, der kun måler nutidigt vejr",en politisk aftale om udledninger,et filter til røggasser,,,
Klima og drivhuseffekt,Hvilken klimainformation kan årringe blandt andet give?,500,variationer i træets vækst fra år til år,havets saltindhold på stor dybde,Solens præcise masse,Jordens rotationsretning,,,
Klima og drivhuseffekt,Hvad kan luftbobler i iskerner fortælle forskere om?,600,fortidens atmosfæriske gasser,Jordens indre kerne,gamle jordskælvs epicentre,fortidens magnetiske poler alene,,,
Klima og drivhuseffekt,Hvordan virker is-albedo-feedbacken?,700,"mindre sne og is giver mørkere overflader, som optager mere solenergi",mere is gør havet saltere og stopper vinden,mindre is gør Solen svagere,mere sne øger Jordens afstand til Solen,,,
Menneskelige udledninger,Hvad kan give direkte CO₂-udledning fra bygninger?,100,forbrænding af olie eller gas til opvarmning,sollys gennem vinduer,isolering af loftet,naturlig ventilation,,,
Menneskelige udledninger,Hvordan kan udvinding og transport af naturgas bidrage til opvarmning ud over CO₂ fra forbrænding?,200,metan kan lække til atmosfæren,naturgas fjerner al vanddamp,rørledninger ændrer Jordens magnetfelt,gassen omdannes altid til ilt,,,
Menneskelige udledninger,Hvad er sort kulstof?,300,mørke sodpartikler fra ufuldstændig forbrænding,rent kulstof opløst i havvand,en type kulstofholdig bjergart,et andet navn for kuldioxid,,,
Menneskelige udledninger,Hvilken ikke-CO₂-påvirkning fra fly kan bidrage til opvarmning?,400,kondensstriber og ændringer i cirrusskyer,flyets skygge på jorden,kabinetrykket i flyet,radiokommunikation med lufthavnen,,,
Menneskelige udledninger,Hvad menes med procesudledninger i industrien?,500,"udledninger fra selve den kemiske eller fysiske produktion, ikke kun energiforbruget",udledninger fra medarbejdernes vejrtrækning,al elektricitet produceret uden for fabrikken,kun støj fra maskiner,,,
Menneskelige udledninger,Hvor i atmosfæren virker ozon som en kortlivet drivhusgas og luftforurening?,600,troposfæren,Jordens kerne,mesosfæren alene,under havbunden,,,
Følger og risici,Hvordan kan stærk varme og tørke påvirke afgrødeudbytter?,100,de kan reducere vækst og udbytte,de fordobler altid høsten,de gør alle planter uafhængige af vand,de stopper alle plantesygdomme,,,
Følger og risici,Hvilken risiko øges ved kombinationen af højere havniveau og stormflod?,200,kystoversvømmelse,lavinefare i tropiske egne,jordskælv i ørkener,frostskader ved ækvator,,,
Følger og risici,Hvad er varmestress hos mennesker?,300,"belastning, når kroppen har svært ved at komme af med overskydende varme",en allergi over for sollys,kuldechok efter snevejr,mangel på ilt i højder,,,
Følger og risici,Hvad menes med brandvejr?,400,"vejrforhold som varme, tørke og vind, der fremmer naturbrande",vejr efter en vulkan,røg fra indendørs pejse,enhver dag med solskin,,,
Følger og risici,Hvad er saltvandsindtrængning?,500,at salt vand trænger ind i ferskvandsmagasiner eller flodmundinger,at regnvand bliver til sne,at havvand mister alt salt,at skyer flytter sig ind over land,,,
Følger og risici,"Hvordan kan klimaændringer påvirke sygdomme, der spredes af myg eller flåter?",600,vektorerne kan få ændrede eller større egnede leveområder,alle vektorer uddør straks,sygdomme kan kun spredes i kulde,klima har ingen betydning for vektorers udbredelse,,,
Løsninger og aftaler,Hvad er en CO₂-afgift?,100,en afgift knyttet til mængden af udledt CO₂ eller brændstoffets kulstofindhold,en afgift på ilt i atmosfæren,en skat på nedbør,en betaling for at plante enhver blomst,,,
Løsninger og aftaler,Hvad er formålet med en pris på kulstofudledning?,200,at gøre udledning økonomisk dyrere og skabe incitament til reduktion,at fastsætte prisen på alle råvarer,at betale for daglige vejrudsigter,at gøre ilt til en handelsvare,,,
Løsninger og aftaler,Hvordan virker et kvotehandelssystem for udledninger?,300,"der sættes et loft, og udledningstilladelser kan handles",alle virksomheder må udlede uden grænse,kun vejrmålinger kan handles,kvoter bestemmer temperaturen direkte,,,
Løsninger og aftaler,"Hvad betyder skovrejsning, afforestation?",400,"at etablere skov på arealer, der ikke har været skov i længere tid",at høste en eksisterende skov,at omdanne skov til by,at måle træers højde,,,
Løsninger og aftaler,Hvad er økosystemgenopretning?,500,at hjælpe et forringet økosystem tilbage mod bedre funktion og biodiversitet,at erstatte alle arter med én art,at bygge veje gennem vådområder,at stoppe al naturlig forandring,,,
Løsninger og aftaler,Hvad betyder CCS?,600,opsamling og geologisk lagring af kuldioxid,måling af skydække fra satellit,afkøling af byer med havvand,handel med vedvarende energi,,,
