Kategori,Spørgsmål,Point,Rigtigt svar,Forkert svar 1,Forkert svar 2,Forkert svar 3,Rigtige hold,Hold 1 svar,Hold 2 svar
Ord og udtryk,Hvad betyder det franske ord eller udtryk ‘hier’?,100,i går,mandag,i morgen,snart,,,
Ord og udtryk,Hvad betyder det franske ord eller udtryk ‘bientôt’?,200,snart,mandag,i morgen,i går,,,
Ord og udtryk,Hvad betyder det franske ord eller udtryk ‘acheter’?,300,købe,sælge,lede efter,finde,,,
Ord og udtryk,Hvad betyder det franske ord eller udtryk ‘vendre’?,400,sælge,købe,lede efter,finde,,,
Ord og udtryk,Hvad betyder det franske ord eller udtryk ‘chercher’?,500,lede efter,købe,sælge,finde,,,
Ord og udtryk,Hvad betyder det franske ord eller udtryk ‘trouver’?,600,finde,købe,sælge,lede efter,,,
Ord og udtryk,Hvad betyder det franske ord eller udtryk ‘heureux’?,700,glad,træt,vred,overrasket,,,
Grammatik og udtale,Hvilket udtryk kan indlede et neutralt ja/nej-spørgsmål?,100,Est-ce que,Parce que,Bien que,Afin que,,,
Grammatik og udtale,Hvilken ordstilling er korrekt for “en rød bil”?,200,une voiture rouge,une rouge voiture,un voiture rouge,une voiture rouges,,,
Grammatik og udtale,Hvilket possessivt ord bruges normalt foran “amie” i “min veninde”?,300,mon,ma,mes,moi,,,
Grammatik og udtale,Hvilket demonstrativt ord passer foran “homme”?,400,cet,ce,cette,ces,,,
Grammatik og udtale,Hvilket pronomen kan erstatte “à Marie” i “Je parle à Marie”?,500,lui,la,y,en,,,
Grammatik og udtale,Hvilket pronomen erstatter ofte et sted indledt med “à”?,600,y,en,le,leur,,,
Kunst og kultur,"Hvilken kunstner forbindes med værket Impression, soleil levant?",100,Claude Monet,Auguste Rodin,Claude Debussy,Édith Piaf,,,
Kunst og kultur,Hvilken kunstner forbindes med værket Le Penseur?,200,Auguste Rodin,Claude Monet,Claude Debussy,Édith Piaf,,,
Kunst og kultur,Hvilken kunstner forbindes med værket La Mer?,300,Claude Debussy,Claude Monet,Auguste Rodin,Édith Piaf,,,
Kunst og kultur,Hvilken kunstner forbindes med værket La Vie en rose?,400,Édith Piaf,Claude Monet,Auguste Rodin,Claude Debussy,,,
Kunst og kultur,Hvilken beskrivelse passer til Fête de la Musique?,500,en musikfest den 21. juni,en international filmfestival,et etapeløb på cykel,en fransk litteraturpris,,,
Kunst og kultur,Hvilken beskrivelse passer til Festival de Cannes?,600,en international filmfestival,en musikfest den 21. juni,et etapeløb på cykel,en fransk litteraturpris,,,
Den frankofone verden,I hvilket land eller område ligger Grand-Place i Bruxelles?,100,Belgien,Frankrig,Canada,Senegal,,,
Den frankofone verden,Hvilket land er provinsen Québec en del af?,200,Canada,Belgien,Schweiz,Frankrig,,,
Den frankofone verden,Hvilket land er regionen Vallonien en del af?,300,Belgien,Canada,Schweiz,Frankrig,,,
Den frankofone verden,I hvilket land ligger den fransktalende region Romandiet?,400,Schweiz,Belgien,Canada,Frankrig,,,
Den frankofone verden,I hvilket hav ligger den franske ø Réunion?,500,Det Indiske Ocean,Atlanterhavet,Stillehavet,Middelhavet,,,
Den frankofone verden,"I hvilket år fandt oprettelsen af forgængeren for OIF, ACCT sted?",600,1970,1804,1960,1958,,,
