Kategori,Spørgsmål,Point,Rigtigt svar,Forkert svar 1,Forkert svar 2,Forkert svar 3,Rigtige hold,Hold 1 svar,Hold 2 svar
Lande og hovedstæder,Hvad er hovedstaden i Irland?,100,Dublin,Luxembourg,Sarajevo,Vaduz,,,
Lande og hovedstæder,Hvilket land har London som hovedstad?,200,Storbritannien,Polen,Albanien,Malta,,,
Lande og hovedstæder,Hvad er hovedstaden i Belgien?,300,Bruxelles,Warszawa,Podgorica,Monaco,,,
Lande og hovedstæder,Hvilket land har Luxembourg som hovedstad?,400,Luxembourg,Slovakiet,Bulgarien,Tyrkiet,,,
Lande og hovedstæder,Hvad er hovedstaden i Østrig?,500,Wien,Bratislava,Skopje,Vatikanstaten,,,
Lande og hovedstæder,Hvilket land har Warszawa som hovedstad?,600,Polen,Slovenien,Moldova,Danmark,,,
Lande og hovedstæder,Hvad er hovedstaden i Tjekkiet?,700,Prag,Ljubljana,Bukarest,Nicosia,,,
Kortet og naturen,Hvad er hovedstaden i Malta?,100,Valletta,Tbilisi,Vilnius,Warszawa,,,
Kortet og naturen,Hvilket land har Nicosia som hovedstad?,200,Cypern,Norge,Spanien,Kroatien,,,
Kortet og naturen,Hvad er hovedstaden i Tyrkiet?,300,Ankara,Oslo,Paris,Bratislava,,,
Kortet og naturen,Hvilket land har Tbilisi som hovedstad?,400,Georgien,Finland,Italien,Serbien,,,
Kortet og naturen,Hvilken europæisk hovedstad ligger ved floden Themsen?,500,London,Dublin,Paris,Bruxelles,,,
Kortet og naturen,Hvilken europæisk hovedstad ligger ved Seinen?,600,Paris,Rom,Madrid,Wien,,,
Kendte steder,I hvilken hovedstad ligger Karlsbroen?,100,Prag,Warszawa,Ljubljana,Zagreb,,,
Kendte steder,I hvilken hovedstad ligger parlamentet ved Donaus bred med den store kuppel?,200,Budapest,Bukarest,Bratislava,Beograd,,,
Kendte steder,I hvilken hovedstad ligger Belémtårnet?,300,Lissabon,Madrid,Valletta,Nicosia,,,
Kendte steder,I hvilken hovedstad ligger Prado-museet?,400,Madrid,Paris,Rom,Athen,,,
Kendte steder,I hvilken hovedstad ligger Anne Franks Hus?,500,Amsterdam,Bruxelles,Berlin,Wien,,,
Kendte steder,I hvilken hovedstad ligger det genopførte kongeslot ved den gamle bydel?,600,Warszawa,Prag,Vilnius,Budapest,,,
Historie og institutioner,Hvilken hovedstad er sæde for den katolske kirkes pave?,100,Vatikanstaten,Rom,San Marino,Monaco,,,
Historie og institutioner,Hvilken by blev igen Ruslands hovedstad i 1918 efter perioden med Sankt Petersborg som hovedstad?,200,Moskva,Kyiv,Minsk,Warszawa,,,
Historie og institutioner,Hvilken hovedstad var værtsby for de første moderne olympiske lege i 1896?,300,Athen,Paris,London,Rom,,,
Historie og institutioner,Hvilken hovedstad var værtsby for sommer-OL i 1952?,400,Helsinki,Stockholm,Oslo,København,,,
Historie og institutioner,Hvilken hovedstad var værtsby for sommer-OL i 1960?,500,Rom,Athen,Madrid,Lissabon,,,
Historie og institutioner,Hvilken hovedstad var værtsby for sommer-OL i 2004?,600,Athen,Rom,Madrid,Lissabon,,,
