Kategori,Spørgsmål,Point,Rigtigt svar,Forkert svar 1,Forkert svar 2,Forkert svar 3,Rigtige hold,Hold 1 svar,Hold 2 svar
Guder og slægter,Hvilken blind gud kommer i fortællingen til at dræbe Balder?,100,Hod,Vali,Vidar,Brage,,,
Guder og slægter,Hvilken søn af Odin hævner ifølge myten Balder ved at dræbe Hod?,200,Vali,Vidar,Ull,Forsete,,,
Guder og slægter,Hvilken gud dræber Fenrisulven ved Ragnarok ifølge Vølvens Spådom?,300,Vidar,Tyr,Heimdal,Frej,,,
Guder og slægter,Hvem er far til Frej og Freja?,400,Njord,Odin,Loke,Ægir,,,
Guder og slægter,I hvilket område modtager Freja halvdelen af de faldne krigere?,500,Folkvang,Valhal,Gladsheim,Breidablik,,,
Guder og slægter,Hvilken gud ofrede et øje for visdom ved Mimers brønd?,600,Odin,Tyr,Thor,Frej,,,
Guder og slægter,Hvilken jordpersonifikation nævnes som Thors mor?,700,Jord,Ran,Natt,Sol,,,
Væsner og genstande,Hvilken ged giver mjød til einherjerne i Valhal?,100,Heidrun,Audhumbla,Hildisvin,Gullinbursti,,,
Væsner og genstande,Hvilken hjort står på Valhals tag og æder af Yggdrasil?,200,Eiktyrner,Dain,Dvalin,Duneyr,,,
Væsner og genstande,Hvad hedder Thors to bukke samlet i de nordiske fortællinger?,300,Tanngrisner og Tanngnjost,Skoll og Hati,Geri og Freki,Hugin og Munin,,,
Væsner og genstande,"Hvad hedder den ring, som dværgen Andvare må aflevere til Loke?",400,Andvaranaut,Draupner,Brisingamen,Gleipner,,,
Væsner og genstande,"Hvilket dyr er Garm, der vogter ved Gnipaheller?",500,en hund,en ørn,en hest,en ged,,,
Væsner og genstande,"Hvad kaldes de faldne krigere, der træner i Valhal?",600,einherjer,valkyrier,jætter,diser,,,
Verdener og fortællinger,"Hvad kaldes den lange vinter, der går forud for Ragnarok?",100,Fimbulvinter,Ragnarok,Ginnungagap,Mørketid,,,
Verdener og fortællinger,Hvilken plante bruges i fortællingen som våben mod Balder?,200,mistelten,røn,taks,ene,,,
Verdener og fortællinger,Hvilket væsen fisker Thor efter med et oksehoved som madding?,300,Midgårdsormen,Fenrisulven,Nidhug,Fafner,,,
Verdener og fortællinger,Hvilket dyr viser sig i virkeligheden at være Midgårdsormen i Udgårdslokes prøve?,400,en kat,en ulv,en hest,en ørn,,,
Verdener og fortællinger,Hvad holder Sigyn over den bundne Loke for at opsamle slangens gift?,500,en skål,et skjold,et horn,en kappe,,,
Verdener og fortællinger,Hvor mange nætter hænger Odin såret i Yggdrasil i Håvamål?,600,ni nætter,tre nætter,syv nætter,tolv nætter,,,
"Kilder, ritualer og ord",Hvad var et hof i førkristen nordisk sammenhæng?,100,en kultbygning eller helligdom,en handelsplads,et krigsskib,en lovbog,,,
"Kilder, ritualer og ord",Hvad var en gode i norrøn samfunds- og religionshistorie?,200,en lokal høvding med religiøse og politiske funktioner,en omrejsende smed,en kongelig livvagt,en professionel bueskytte,,,
"Kilder, ritualer og ord",Hvad var en vølve?,300,en kvindelig spåkone eller sejdkyndig,en valkyrie i Valhal,en skjald ved hoffet,en gudinde for høst,,,
"Kilder, ritualer og ord","Hvor mange tegn havde den yngre futhark, som var udbredt i vikingetiden?",400,16,24,12,32,,,
"Kilder, ritualer og ord",Hvor mange tegn havde den ældre futhark?,500,24,16,18,36,,,
"Kilder, ritualer og ord",Hvilken ugedag har på dansk navn efter tordenguden Thor?,600,torsdag,tirsdag,onsdag,fredag,,,
