Kategori,Spørgsmål,Point,Rigtigt svar,Forkert svar 1,Forkert svar 2,Forkert svar 3,Rigtige hold,Hold 1 svar,Hold 2 svar
Skæve taktarter og danse,Hvilken taktart opstår ved at gruppere ottendedele som 2+3?,100,5/8,6/8,7/8,9/8,,,
Skæve taktarter og danse,Syv ottendedele opdelt som 3+2+2 noteres i hvilken taktart?,200,7/8,5/8,8/8,9/8,,,
Skæve taktarter og danse,Tre korte pulsslag efterfulgt af ét langt giver hvilken asymmetrisk taktart?,300,9/8,7/8,10/8,11/8,,,
Skæve taktarter og danse,Kopanitsa-grupperingen 2+2+3+2+2 fylder hvilken taktart?,400,11/8,9/8,12/8,13/8,,,
Skæve taktarter og danse,En lang aksak-puls noteres pædagogisk oftest som hvor mange ottendedele?,500,tre,en,to,fire,,,
Skæve taktarter og danse,Hvor stor er den korte grundpuls i en almindelig 2-og-3-forklaring af aksak?,600,to ottendedele,én ottendedel,tre ottendedele,fire ottendedele,,,
Skæve taktarter og danse,Hvad kendetegner additiv rytmik?,700,At ulige pulsgrupper lægges sammen til en takt,At alle pulsslag er lige lange,At tempoet stiger i hver takt,At melodien spilles uden puls,,,
Roma og musik på tværs,Hvilket land kommer det romani brassband Kočani Orkestar fra?,100,Nordmakedonien,Kroatien,Slovenien,Montenegro,,,
Roma og musik på tværs,Hvilken by var hjemsted for sangeren Esma Redžepova?,200,Skopje,Sarajevo,Sofia,Thessaloniki,,,
Roma og musik på tværs,Hvilken serbisk by forbindes med sangeren Šaban Bajramović?,300,Niš,Split,Varna,Cluj-Napoca,,,
Roma og musik på tværs,Hvilket instrument forbindes især med Boban Marković?,400,trompet,kaval,gusle,kanun,,,
Roma og musik på tværs,Hvilket instrument er Yuri Yunakov især kendt for at spille?,500,saxofon,tapan,gaida,tambura,,,
Roma og musik på tværs,Hvilket instrument forbindes især med den bulgarske bryllupsmusiker Ivo Papasov?,600,klarinet,tuba,gusle,santouri,,,
Instrumenter og ensembler,Hvad er en serbisk frula?,100,en endeblæst træfløjte,en dobbeltskindet tromme,en sækkepibe,en messingtragt,,,
Instrumenter og ensembler,Hvilke to instrumenter optræder ofte som et kraftigt udendørs makkerpar i Nordmakedonien?,200,zurla og tapan,gusle og kanun,bouzouki og lyra,nai og cobza,,,
Instrumenter og ensembler,Hvilket træblæseinstrument har en vigtig rolle i blandt andet epirisk og bulgarsk bryllupsmusik?,300,klarinet,fagot,blokfløjte,obo d’amore,,,
Instrumenter og ensembler,Hvilket instrument står centralt i serbiske brassbands?,400,trompet,kaval,gusle,santouri,,,
Instrumenter og ensembler,Hvilke instrumenter bærer typisk den dybe bas i et Balkan-brassband?,500,tuba eller helikon,piccolofløjte eller kaval,violin eller gadulka,kanun eller cimbalom,,,
Instrumenter og ensembler,Hvad er en def eller daire?,600,en rammetromme,en sækkepibe,en stryger,en lang trompet,,,
"Stilarter, sange og steder",Hvilket land forbindes især med pop-folk-genren chalga?,100,Bulgarien,Albanien,Kroatien,Grækenland,,,
"Stilarter, sange og steder",Hvilken populærgenre forbindes især med Serbien og det tidligere Jugoslavien?,200,turbo-folk,fado,rai,schlagerpolka,,,
"Stilarter, sange og steder",Hvilken moderne populærgenre forbindes især med Rumænien?,300,manele,klapa,rebetiko,sevdalinka,,,
"Stilarter, sange og steder",Hvad betegner laïkó i græsk musik?,400,en græsk populærmusiktradition,en albansk bordunsang,en serbisk trompettype,en kroatisk hyrdefløjte,,,
"Stilarter, sange og steder",Hvilket instrumentnavn indgår i betegnelsen for en pannonisk ensembletradition i Kroatien og Serbien?,500,tamburica,gaida,zurna,kanun,,,
"Stilarter, sange og steder",Hvad betyder starogradska omtrent som genrebetegnelse?,600,gammel bymusik eller gamle bysange,ny elektronisk klubmusik,hyrdemusik fra bjergene alene,militær musik uden sang,,,
